condition,participant,wait_duration_before_circle,BINNING,is_valid,space_pressed_duration,space_RT,DIFFERENCE,RATIO,ABS ERROR,Avg.underest.(percentage)
3-Prediction-FF,SD,0.65,650 MS.,FALSE,0.45,0.89,-0.2,0.689215088,-0.310784912,0.310784912
3-Prediction-FF,SD,0.65,650 MS.,TRUE,0.46,0.48,-0.19,0.713799162,-0.286200838,0.286200838
3-Prediction-FF,SD,0.65,650 MS.,FALSE,0.42,0.55,-0.23,0.639961847,-0.360038153,0.360038153
3-Prediction-FF,SD,0.65,650 MS.,TRUE,0.48,0.62,-0.17,0.738439818,-0.261560182,0.261560182
3-Prediction-FF,SD,0.65,650 MS.,TRUE,0.49,0.74,-0.16,0.750740408,-0.249259592,0.249259592
3-Prediction-FF,SD,0.65,650 MS.,TRUE,0.52,0.63,-0.13,0.79996163,-0.20003837,0.20003837
3-Prediction-FF,SD,0.65,650 MS.,FALSE,0.4,0.77,-0.25,0.615380405,-0.384619595,0.384619595
3-Prediction-FF,SD,0.65,650 MS.,TRUE,0.59,0.68,-0.06,0.910700277,-0.089299723,0.089299723
3-Prediction-FF,SD,0.65,650 MS.,TRUE,0.54,0.8,-0.11,0.824602286,-0.175397714,0.175397714
3-Prediction-FF,SD,0.65,650 MS.,FALSE,0.54,0.66,-0.11,0.83686998,-0.16313002,0.16313002
3-Prediction-FF,SD,0.65,650 MS.,TRUE,0.66,0.1,0.01,1.009188336,0.009188336,-0.009188336
3-Prediction-FF,SD,0.65,650 MS.,TRUE,0.5,0.81,-0.15,0.763024331,-0.236975669,0.236975669
3-Prediction-FF,SD,0.65,650 MS.,FALSE,0.46,1.06,-0.19,0.70150866,-0.29849134,0.29849134
3-Prediction-FF,SD,0.65,650 MS.,TRUE,0.46,0.63,-0.19,0.701427516,-0.298572484,0.298572484
3-Prediction-FF,SD,0.65,650 MS.,TRUE,0.42,1.05,-0.23,0.640000884,-0.359999116,0.359999116
3-Prediction-FF,SD,0.65,650 MS.,TRUE,0.49,0.56,-0.16,0.750782954,-0.249217046,0.249217046
3-Prediction-FF,SD,0.65,650 MS.,TRUE,0.42,0.94,-0.23,0.652308931,-0.347691069,0.347691069
3-Prediction-FF,SD,0.65,650 MS.,TRUE,0.57,0.76,-0.08,0.873832718,-0.126167282,0.126167282
3-Prediction-FF,SD,0.65,650 MS.,TRUE,0.46,1,-0.19,0.70155954,-0.29844046,0.29844046
3-Prediction-FF,SD,0.65,650 MS.,TRUE,0.49,0.68,-0.16,0.750755321,-0.249244679,0.249244679
3-Prediction-FF,SD,0.65,650 MS.,TRUE,0.4,0.53,-0.25,0.61553085,-0.38446915,0.38446915
3-Prediction-FF,SD,0.65,650 MS.,TRUE,0.49,0.67,-0.16,0.750742163,-0.249257837,0.249257837
3-Prediction-FF,SD,0.65,650 MS.,TRUE,0.34,0.54,-0.31,0.517012527,-0.482987473,0.482987473
3-Prediction-FF,SD,0.65,650 MS.,TRUE,0.38,0.53,-0.27,0.578421175,-0.421578825,0.421578825
3-Prediction-FF,SD,0.65,650 MS.,TRUE,0.46,0.6,-0.19,0.701586734,-0.298413266,0.298413266
3-Prediction-FF,SD,0.65,650 MS.,TRUE,0.45,0.52,-0.2,0.689255879,-0.310744121,0.310744121
3-Prediction-FF,SD,0.65,650 MS.,TRUE,0.44,0.64,-0.21,0.676928533,-0.323071467,0.323071467
3-Prediction-FF,SD,0.65,650 MS.,TRUE,0.4,0.66,-0.25,0.615370755,-0.384629245,0.384629245
3-Prediction-FF,SD,0.65,650 MS.,FALSE,0.51,0.72,-0.14,0.787630336,-0.212369664,0.212369664
3-Prediction-FF,SD,0.65,650 MS.,TRUE,0.36,1.1,-0.29,0.553862102,-0.446137898,0.446137898
3-Prediction-FF,SD,0.65,650 MS.,TRUE,0.5,1.21,-0.15,0.763093194,-0.236906806,0.236906806
3-Prediction-FF,SD,0.65,650 MS.,TRUE,0.45,0.58,-0.2,0.689182191,-0.310817809,0.310817809
3-Prediction-FF,SD,0.65,650 MS.,FALSE,0.5,0.57,-0.15,0.775342905,-0.224657095,0.224657095
3-Prediction-FF,SD,0.65,650 MS.,TRUE,0.58,1.27,-0.07,0.8983953,-0.1016047,0.1016047
3-Prediction-FF,SD,0.65,650 MS.,TRUE,0.99,0.57,0.34,1.526107876,0.526107876,-0.526107876
3-Prediction-FF,SD,0.65,650 MS.,TRUE,0.37,0.93,-0.28,0.566205677,-0.433794323,0.433794323
3-Prediction-FF,SD,0.65,650 MS.,TRUE,0.58,0.66,-0.07,0.886141642,-0.113858358,0.113858358
3-Prediction-FF,SD,0.65,650 MS.,TRUE,0.39,0.54,-0.26,0.603026742,-0.396973258,0.396973258
3-Prediction-FF,SD,0.65,650 MS.,TRUE,0.46,0.85,-0.19,0.713848287,-0.286151713,0.286151713
3-Prediction-FF,SD,0.65,650 MS.,FALSE,0.5,0.62,-0.15,0.775335887,-0.224664113,0.224664113
4-Motor-RF,SD,0.65,650 MS.,TRUE,0.46,0.89,-0.19,0.701402953,-0.298597047,0.298597047
4-Motor-RF,SD,0.65,650 MS.,TRUE,0.38,0.71,-0.27,0.590750714,-0.409249286,0.409249286
4-Motor-RF,SD,0.65,650 MS.,FALSE,0.41,0.8,-0.24,0.627717839,-0.372282161,0.372282161
4-Motor-RF,SD,0.65,650 MS.,TRUE,0.41,0.79,-0.24,0.627658625,-0.372341375,0.372341375
4-Motor-RF,SD,0.65,650 MS.,FALSE,0.42,0.99,-0.23,0.639963602,-0.360036398,0.360036398
4-Motor-RF,SD,0.65,650 MS.,TRUE,0.38,0.83,-0.27,0.590745889,-0.409254111,0.409254111
4-Motor-RF,SD,0.65,650 MS.,TRUE,0.42,0.49,-0.23,0.639961847,-0.360038153,0.360038153
4-Motor-RF,SD,0.65,650 MS.,TRUE,0.3,1.14,-0.35,0.467673756,-0.532326244,0.532326244
4-Motor-RF,SD,0.65,650 MS.,TRUE,0.34,0.99,-0.31,0.529222323,-0.470777677,0.470777677
4-Motor-RF,SD,0.65,650 MS.,TRUE,0.32,0.55,-0.33,0.492294674,-0.507705326,0.507705326
4-Motor-RF,SD,0.65,650 MS.,TRUE,0.34,0.72,-0.31,0.529217937,-0.470782063,0.470782063
4-Motor-RF,SD,0.65,650 MS.,TRUE,0.33,0.57,-0.32,0.504647021,-0.495352979,0.495352979
4-Motor-RF,SD,0.65,650 MS.,TRUE,0.35,0.44,-0.3,0.541537826,-0.458462174,0.458462174
4-Motor-RF,SD,0.65,650 MS.,TRUE,0.38,0.45,-0.27,0.590747644,-0.409252356,0.409252356
4-Motor-RF,SD,0.65,650 MS.,TRUE,0.35,0.53,-0.3,0.541500105,-0.458499895,0.458499895
4-Motor-RF,SD,0.65,650 MS.,FALSE,0.42,0.52,-0.23,0.639982462,-0.360017538,0.360017538
4-Motor-RF,SD,0.65,650 MS.,TRUE,0.43,0.52,-0.22,0.664604696,-0.335395304,0.335395304
4-Motor-RF,SD,0.65,650 MS.,TRUE,0.4,0.54,-0.25,0.615345754,-0.384654246,0.384654246
4-Motor-RF,SD,0.65,650 MS.,TRUE,0.47,0.54,-0.18,0.726102823,-0.273897177,0.273897177
4-Motor-RF,SD,0.65,650 MS.,TRUE,0.48,0.4,-0.17,0.738421396,-0.261578604,0.261578604
4-Motor-RF,SD,0.65,650 MS.,FALSE,0.5,0.43,-0.15,0.775314394,-0.224685606,0.224685606
4-Motor-RF,SD,0.65,650 MS.,TRUE,0.55,0.35,-0.1,0.849220572,-0.150779428,0.150779428
4-Motor-RF,SD,0.65,650 MS.,TRUE,0.54,0.4,-0.11,0.836878752,-0.163121248,0.163121248
4-Motor-RF,SD,0.65,650 MS.,FALSE,0.54,0.4,-0.11,0.824559301,-0.175440699,0.175440699
4-Motor-RF,SD,0.65,650 MS.,FALSE,0.36,0.98,-0.29,0.553809029,-0.446190971,0.446190971
4-Motor-RF,SD,0.65,650 MS.,TRUE,0.42,0.47,-0.23,0.63998948,-0.36001052,0.36001052
4-Motor-RF,SD,0.65,650 MS.,TRUE,0.43,0.39,-0.22,0.664603381,-0.335396619,0.335396619
4-Motor-RF,SD,0.65,650 MS.,TRUE,0.41,0.38,-0.24,0.62763494,-0.37236506,0.37236506
4-Motor-RF,SD,0.65,650 MS.,TRUE,0.43,0.42,-0.22,0.664594608,-0.335405392,0.335405392
4-Motor-RF,SD,0.65,650 MS.,TRUE,0.39,0.56,-0.26,0.603024549,-0.396975451,0.396975451
4-Motor-RF,SD,0.65,650 MS.,TRUE,0.39,0.59,-0.26,0.60306841,-0.39693159,0.39693159
4-Motor-RF,SD,0.65,650 MS.,TRUE,0.41,0.5,-0.24,0.627728804,-0.372271196,0.372271196
4-Motor-RF,SD,0.65,650 MS.,TRUE,0.45,0.52,-0.2,0.689258511,-0.310741489,0.310741489
4-Motor-RF,SD,0.65,650 MS.,TRUE,0.49,0.45,-0.16,0.750743479,-0.249256521,0.249256521
4-Motor-RF,SD,0.65,650 MS.,FALSE,0.47,0.49,-0.18,0.726127385,-0.273872615,0.273872615
4-Motor-RF,SD,0.65,650 MS.,TRUE,0.48,0.91,-0.17,0.738491575,-0.261508425,0.261508425
4-Motor-RF,SD,0.65,650 MS.,FALSE,0.38,0.81,-0.27,0.57844179,-0.42155821,0.42155821
4-Motor-RF,SD,0.65,650 MS.,TRUE,0.43,0.42,-0.22,0.664587152,-0.335412848,0.335412848
4-Motor-RF,SD,0.65,650 MS.,TRUE,0.39,0.81,-0.26,0.603067533,-0.396932467,0.396932467
4-Motor-RF,SD,0.65,650 MS.,TRUE,0.43,0.43,-0.22,0.664598994,-0.335401006,0.335401006
4-Motor-RF,SD,0.65,650 MS.,TRUE,0.46,0.45,-0.19,0.71382855,-0.28617145,0.28617145
4-Motor-RF,SD,0.65,650 MS.,TRUE,0.42,0.43,-0.23,0.652294018,-0.347705982,0.347705982
4-Motor-RF,SD,0.65,650 MS.,TRUE,0.43,0.56,-0.22,0.664584081,-0.335415919,0.335415919
4-Motor-RF,SD,0.65,650 MS.,FALSE,0.42,0.48,-0.23,0.652238752,-0.347761248,0.347761248
4-Motor-RF,SD,0.65,650 MS.,TRUE,0.41,0.36,-0.24,0.627658625,-0.372341375,0.372341375
4-Motor-RF,SD,0.65,650 MS.,TRUE,0.48,0.43,-0.17,0.738472276,-0.261527724,0.261527724
4-Motor-RF,SD,0.65,650 MS.,TRUE,0.39,0.39,-0.26,0.603032444,-0.396967556,0.396967556
4-Motor-RF,SD,0.65,650 MS.,FALSE,0.45,0.36,-0.2,0.689181314,-0.310818686,0.310818686
4-Motor-RF,SD,0.65,650 MS.,TRUE,0.42,0.31,-0.23,0.652295334,-0.347704666,0.347704666
4-Motor-RF,SD,0.65,650 MS.,TRUE,0.44,0.52,-0.21,0.676917129,-0.323082871,0.323082871
5-Control-RF,SD,0.65,650 MS.,,0.37,0.7,-0.28,0.566080232,-0.433919768,0.433919768
5-Control-RF,SD,0.65,650 MS.,,0.42,0.54,-0.23,0.65228393,-0.34771607,0.34771607
5-Control-RF,SD,0.65,650 MS.,,0.47,0.51,-0.18,0.72614493,-0.27385507,0.27385507
5-Control-RF,SD,0.65,650 MS.,,0.39,0.67,-0.26,0.603039462,-0.396960538,0.396960538
5-Control-RF,SD,0.65,650 MS.,,0.46,0.52,-0.19,0.701533661,-0.298466339,0.298466339
5-Control-RF,SD,0.65,650 MS.,,0.4,0.91,-0.25,0.615333911,-0.384666089,0.384666089
5-Control-RF,SD,0.65,650 MS.,,0.4,0.54,-0.25,0.615390054,-0.384609946,0.384609946
5-Control-RF,SD,0.65,650 MS.,,0.47,0.46,-0.18,0.726154141,-0.273845859,0.273845859
5-Control-RF,SD,0.65,650 MS.,,0.39,0.65,-0.26,0.603073235,-0.396926765,0.396926765
5-Control-RF,SD,0.65,650 MS.,,0.42,0.44,-0.23,0.652275596,-0.347724404,0.347724404
5-Control-RF,SD,0.65,650 MS.,,0.24,5.18,-0.41,0.369221225,-0.630778775,0.630778775
5-Control-RF,SD,0.65,650 MS.,,0.38,26.57,-0.27,0.578399683,-0.421600317,0.421600317
5-Control-RF,SD,0.65,650 MS.,,0.27,0.5,-0.38,0.418405164,-0.581594836,0.581594836
5-Control-RF,SD,0.65,650 MS.,,0.28,0.39,-0.37,0.430769792,-0.569230208,0.569230208
5-Control-RF,SD,0.65,650 MS.,,0.28,0.33,-0.37,0.430727685,-0.569272315,0.569272315
5-Control-RF,SD,0.65,650 MS.,,0.27,0.33,-0.38,0.418426218,-0.581573782,0.581573782
5-Control-RF,SD,0.65,650 MS.,,0.31,0.35,-0.34,0.47997961,-0.52002039,0.52002039
5-Control-RF,SD,0.65,650 MS.,,0.3,0.38,-0.35,0.455337638,-0.544662362,0.544662362
5-Control-RF,SD,0.65,650 MS.,,0.27,0.39,-0.38,0.418467448,-0.581532552,0.581532552
5-Control-RF,SD,0.65,650 MS.,,0.31,0.36,-0.34,0.479955047,-0.520044953,0.520044953
5-Control-RF,SD,0.65,650 MS.,,0.31,0.44,-0.34,0.479928291,-0.520071709,0.520071709
5-Control-RF,SD,0.65,650 MS.,,0.34,0.31,-0.31,0.529250395,-0.470749605,0.470749605
5-Control-RF,SD,0.65,650 MS.,,0.3,0.34,-0.35,0.455374482,-0.544625518,0.544625518
5-Control-RF,SD,0.65,650 MS.,,0.29,0.23,-0.36,0.443013801,-0.556986199,0.556986199
5-Control-RF,SD,0.65,650 MS.,,0.31,0.34,-0.34,0.479945397,-0.520054603,0.520054603
5-Control-RF,SD,0.65,650 MS.,,0.29,0.26,-0.36,0.443077839,-0.556922161,0.556922161
5-Control-RF,SD,0.65,650 MS.,,0.3,0.34,-0.35,0.467643053,-0.532356947,0.532356947
5-Control-RF,SD,0.65,650 MS.,,0.32,0.25,-0.33,0.492266603,-0.507733397,0.507733397
5-Control-RF,SD,0.65,650 MS.,,0.33,0.23,-0.32,0.504629915,-0.495370085,0.495370085
5-Control-RF,SD,0.65,650 MS.,,0.32,0.26,-0.33,0.492246426,-0.507753574,0.507753574
5-Control-RF,SD,0.65,650 MS.,,0.32,0.31,-0.33,0.492315728,-0.507684272,0.507684272
5-Control-RF,SD,0.65,650 MS.,,0.33,0.17,-0.32,0.504582983,-0.495417017,0.495417017
5-Control-RF,SD,0.65,650 MS.,,0.31,0.66,-0.34,0.479979171,-0.520020829,0.520020829
5-Control-RF,SD,0.65,650 MS.,,0.32,0.17,-0.33,0.492256953,-0.507743047,0.507743047
5-Control-RF,SD,0.65,650 MS.,,0.35,0.66,-0.3,0.541491772,-0.458508228,0.458508228
5-Control-RF,SD,0.65,650 MS.,,0.33,0.27,-0.32,0.504579036,-0.495420964,0.495420964
5-Control-RF,SD,0.65,650 MS.,,0.32,0.31,-0.33,0.492243795,-0.507756205,0.507756205
5-Control-RF,SD,0.65,650 MS.,,0.37,0.24,-0.28,0.566137252,-0.433862748,0.433862748
5-Control-RF,SD,0.65,650 MS.,,0.39,0.36,-0.26,0.603023233,-0.396976767,0.396976767
5-Control-RF,SD,0.65,650 MS.,,0.39,0.35,-0.26,0.602988582,-0.397011418,0.397011418
5-Control-RF,SD,0.65,650 MS.,,0.4,0.21,-0.25,0.615399265,-0.384600735,0.384600735
5-Control-RF,SD,0.65,650 MS.,,0.34,0.31,-0.31,0.516903311,-0.483096689,0.483096689
5-Control-RF,SD,0.65,650 MS.,,0.34,2.54,-0.31,0.516872608,-0.483127392,0.483127392
5-Control-RF,SD,0.65,650 MS.,,0.35,1.15,-0.3,0.541511071,-0.458488929,0.458488929
5-Control-RF,SD,0.65,650 MS.,,0.36,0.17,-0.29,0.55380552,-0.44619448,0.44619448
5-Control-RF,SD,0.65,650 MS.,,0.33,0.25,-0.32,0.50458386,-0.49541614,0.49541614
5-Control-RF,SD,0.65,650 MS.,,0.34,0.34,-0.31,0.516833571,-0.483166429,0.483166429
5-Control-RF,SD,0.65,650 MS.,,0.33,0.08,-0.32,0.504606668,-0.495393332,0.495393332
5-Control-RF,SD,0.65,650 MS.,,0.37,0.24,-0.28,0.566118392,-0.433881608,0.433881608
5-Control-RF,SD,0.65,650 MS.,,0.34,0.02,-0.31,0.516794973,-0.483205027,0.483205027
6-Prediction-RF,SD,0.65,650 MS.,TRUE,0.5,0.71,-0.15,0.763086176,-0.236913824,0.236913824
6-Prediction-RF,SD,0.65,650 MS.,TRUE,1.02,0.55,0.37,1.563035086,0.563035086,-0.563035086
6-Prediction-RF,SD,0.65,650 MS.,TRUE,0.45,0.69,-0.2,0.689219035,-0.310780965,0.310780965
6-Prediction-RF,SD,0.65,650 MS.,TRUE,0.48,1.16,-0.17,0.738469644,-0.261530356,0.261530356
6-Prediction-RF,SD,0.65,650 MS.,TRUE,0.41,0.75,-0.24,0.627648099,-0.372351901,0.372351901
6-Prediction-RF,SD,0.65,650 MS.,FALSE,0.34,0.6,-0.31,0.516908575,-0.483091425,0.483091425
6-Prediction-RF,SD,0.65,650 MS.,FALSE,0.39,0.99,-0.26,0.603057884,-0.396942116,0.396942116
6-Prediction-RF,SD,0.65,650 MS.,TRUE,0.48,0.52,-0.17,0.738481048,-0.261518952,0.261518952
6-Prediction-RF,SD,0.65,650 MS.,TRUE,0.45,0.72,-0.2,0.689213772,-0.310786228,0.310786228
6-Prediction-RF,SD,0.65,650 MS.,TRUE,0.38,0.54,-0.27,0.590691062,-0.409308938,0.409308938
6-Prediction-RF,SD,0.65,650 MS.,TRUE,0.39,0.73,-0.26,0.603073235,-0.396926765,0.396926765
6-Prediction-RF,SD,0.65,650 MS.,TRUE,0.48,0.53,-0.17,0.738475785,-0.261524215,0.261524215
6-Prediction-RF,SD,0.65,650 MS.,FALSE,0.51,0.44,-0.14,0.787636038,-0.212363962,0.212363962
6-Prediction-RF,SD,0.65,650 MS.,TRUE,0.49,0.66,-0.16,0.750746549,-0.249253451,0.249253451
6-Prediction-RF,SD,0.65,650 MS.,FALSE,0.3,0.94,-0.35,0.467653141,-0.532346859,0.532346859
6-Prediction-RF,SD,0.65,650 MS.,TRUE,0.42,1.43,-0.23,0.639934653,-0.360065347,0.360065347
6-Prediction-RF,SD,0.65,650 MS.,TRUE,0.77,0.56,0.12,1.18149441,0.18149441,-0.18149441
6-Prediction-RF,SD,0.65,650 MS.,TRUE,0.51,1.22,-0.14,0.787670689,-0.212329311,0.212329311
6-Prediction-RF,SD,0.65,650 MS.,TRUE,0.53,0.86,-0.12,0.81222406,-0.18777594,0.18777594
6-Prediction-RF,SD,0.65,650 MS.,TRUE,0.48,1.29,-0.17,0.738439379,-0.261560621,0.261560621
6-Prediction-RF,SD,0.65,650 MS.,TRUE,0.58,0.6,-0.07,0.89842074,-0.10157926,0.10157926
6-Prediction-RF,SD,0.65,650 MS.,TRUE,0.49,0.88,-0.16,0.750737338,-0.249262662,0.249262662
6-Prediction-RF,SD,0.65,650 MS.,FALSE,0.51,0.82,-0.14,0.787639109,-0.212360891,0.212360891
6-Prediction-RF,SD,0.65,650 MS.,TRUE,0.54,0.5,-0.11,0.824597022,-0.175402978,0.175402978
6-Prediction-RF,SD,0.65,650 MS.,FALSE,0.48,0.81,-0.17,0.738465697,-0.261534303,0.261534303
6-Prediction-RF,SD,0.65,650 MS.,TRUE,0.59,0.44,-0.06,0.910681855,-0.089318145,0.089318145
6-Prediction-RF,SD,0.65,650 MS.,TRUE,0.53,0.71,-0.12,0.812251693,-0.187748307,0.187748307
6-Prediction-RF,SD,0.65,650 MS.,TRUE,0.42,0.64,-0.23,0.639970181,-0.360029819,0.360029819
6-Prediction-RF,SD,0.65,650 MS.,FALSE,0.35,0.79,-0.3,0.541541774,-0.458458226,0.458458226
6-Prediction-RF,SD,0.65,650 MS.,TRUE,0.38,0.44,-0.27,0.578436088,-0.421563912,0.421563912
6-Prediction-RF,SD,0.65,650 MS.,FALSE,0.44,0.45,-0.21,0.676907041,-0.323092959,0.323092959
6-Prediction-RF,SD,0.65,650 MS.,TRUE,0.5,0.35,-0.15,0.7754394,-0.2245606,0.2245606
6-Prediction-RF,SD,0.65,650 MS.,TRUE,0.48,0.5,-0.17,0.738446836,-0.261553164,0.261553164
6-Prediction-RF,SD,0.65,650 MS.,TRUE,0.6,0.52,-0.05,0.923012271,-0.076987729,0.076987729
6-Prediction-RF,SD,0.65,650 MS.,TRUE,0.6,0.57,-0.05,0.923048676,-0.076951324,0.076951324
6-Prediction-RF,SD,0.65,650 MS.,FALSE,0.58,0.5,-0.07,0.886102605,-0.113897395,0.113897395
6-Prediction-RF,SD,0.65,650 MS.,TRUE,0.54,0.66,-0.11,0.83691428,-0.16308572,0.16308572
6-Prediction-RF,SD,0.65,650 MS.,TRUE,0.54,0.76,-0.11,0.836850242,-0.163149758,0.163149758
6-Prediction-RF,SD,0.65,650 MS.,TRUE,0.6,0.5,-0.05,0.923032886,-0.076967114,0.076967114
6-Prediction-RF,SD,0.65,650 MS.,TRUE,0.52,0.6,-0.13,0.800000228,-0.199999772,0.199999772
6-Prediction-RF,SD,0.65,650 MS.,TRUE,0.65,0.45,0,0.996897395,-0.003102605,0.003102605
6-Prediction-RF,SD,0.65,650 MS.,TRUE,0.69,0.47,0.04,1.058477104,0.058477104,-0.058477104
6-Prediction-RF,SD,0.65,650 MS.,TRUE,0.85,0.17,0.2,1.304549438,0.304549438,-0.304549438
6-Prediction-RF,SD,0.65,650 MS.,FALSE,0.78,0.6,0.13,1.193834037,0.193834037,-0.193834037
6-Prediction-RF,SD,0.65,650 MS.,TRUE,0.55,0.49,-0.1,0.849389001,-0.150610999,0.150610999
6-Prediction-RF,SD,0.65,650 MS.,TRUE,0.48,0.46,-0.17,0.738442888,-0.261557112,0.261557112
6-Prediction-RF,SD,0.65,650 MS.,TRUE,0.46,0.45,-0.19,0.713796969,-0.286203031,0.286203031
6-Prediction-RF,SD,0.65,650 MS.,TRUE,0.46,0.86,-0.19,0.713814075,-0.286185925,0.286185925
6-Prediction-RF,SD,0.65,650 MS.,TRUE,0.6,0.71,-0.05,0.92303157,-0.07696843,0.07696843
6-Prediction-RF,SD,0.65,650 MS.,TRUE,0.58,0.67,-0.07,0.898412845,-0.101587155,0.101587155
7-Control- FF,SD,0.65,650 MS.,,0.33,0.55,-0.32,0.50459351,-0.49540649,0.49540649
7-Control- FF,SD,0.65,650 MS.,,0.35,0.43,-0.3,0.541553617,-0.458446383,0.458446383
7-Control- FF,SD,0.65,650 MS.,,0.35,0.35,-0.3,0.541522475,-0.458477525,0.458477525
7-Control- FF,SD,0.65,650 MS.,,0.35,0.44,-0.3,0.541408873,-0.458591127,0.458591127
7-Control- FF,SD,0.65,650 MS.,,0.38,0.46,-0.27,0.578440913,-0.421559087,0.421559087
7-Control- FF,SD,0.65,650 MS.,,0.34,0.41,-0.31,0.529176707,-0.470823293,0.470823293
7-Control- FF,SD,0.65,650 MS.,,0.37,0.47,-0.28,0.56611269,-0.43388731,0.43388731
7-Control- FF,SD,0.65,650 MS.,,0.41,0.5,-0.24,0.62766345,-0.37233655,0.37233655
7-Control- FF,SD,0.65,650 MS.,,0.41,0.39,-0.24,0.627686258,-0.372313742,0.372313742
7-Control- FF,SD,0.65,650 MS.,,0.36,0.79,-0.29,0.553862541,-0.446137459,0.446137459
7-Control- FF,SD,0.65,650 MS.,,0.32,0.31,-0.33,0.492248619,-0.507751381,0.507751381
7-Control- FF,SD,0.65,650 MS.,,0.39,0.13,-0.26,0.603073674,-0.396926326,0.396926326
7-Control- FF,SD,0.65,650 MS.,,0.39,0.12,-0.26,0.603069726,-0.396930274,0.396930274
7-Control- FF,SD,0.65,650 MS.,,0.41,0.16,-0.24,0.627652046,-0.372347954,0.372347954
7-Control- FF,SD,0.65,650 MS.,,0.42,0.26,-0.23,0.640057905,-0.359942095,0.359942095
7-Control- FF,SD,0.65,650 MS.,,0.4,0.4,-0.25,0.615370755,-0.384629245,0.384629245
7-Control- FF,SD,0.65,650 MS.,,0.39,0.25,-0.26,0.603046041,-0.396953959,0.396953959
7-Control- FF,SD,0.65,650 MS.,,0.38,0.27,-0.27,0.590784926,-0.409215074,0.409215074
7-Control- FF,SD,0.65,650 MS.,,0.38,0.21,-0.27,0.57845451,-0.42154549,0.42154549
7-Control- FF,SD,0.65,650 MS.,,0.35,0.31,-0.3,0.541481245,-0.458518755,0.458518755
7-Control- FF,SD,0.65,650 MS.,,0.33,0.31,-0.32,0.504621143,-0.495378857,0.495378857
7-Control- FF,SD,0.65,650 MS.,,0.34,0.27,-0.31,0.516896732,-0.483103268,0.483103268
7-Control- FF,SD,0.65,650 MS.,,0.36,0.14,-0.29,0.553680514,-0.446319486,0.446319486
7-Control- FF,SD,0.65,650 MS.,,0.33,0.07,-0.32,0.504586931,-0.495413069,0.495413069
7-Control- FF,SD,0.65,650 MS.,,0.34,0.13,-0.31,0.516861204,-0.483138796,0.483138796
7-Control- FF,SD,0.65,650 MS.,,0.37,0.21,-0.28,0.566111813,-0.433888187,0.433888187
7-Control- FF,SD,0.65,650 MS.,,0.34,0.16,-0.31,0.516869099,-0.483130901,0.483130901
7-Control- FF,SD,0.65,650 MS.,,0.36,0.68,-0.29,0.55385947,-0.44614053,0.44614053
7-Control- FF,SD,0.65,650 MS.,,0.36,0.5,-0.29,0.553870436,-0.446129564,0.446129564
7-Control- FF,SD,0.65,650 MS.,,0.34,0.35,-0.31,0.516915592,-0.483084408,0.483084408
7-Control- FF,SD,0.65,650 MS.,,0.35,0.32,-0.3,0.541496158,-0.458503842,0.458503842
7-Control- FF,SD,0.65,650 MS.,,0.37,0.34,-0.28,0.566164885,-0.433835115,0.433835115
7-Control- FF,SD,0.65,650 MS.,,0.34,0.23,-0.31,0.52920741,-0.47079259,0.47079259
7-Control- FF,SD,0.65,650 MS.,,0.37,0.34,-0.28,0.56611269,-0.43388731,0.43388731
7-Control- FF,SD,0.65,650 MS.,,0.34,0.46,-0.31,0.529213989,-0.470786011,0.470786011
7-Control- FF,SD,0.65,650 MS.,,0.36,0.52,-0.29,0.553824819,-0.446175181,0.446175181
7-Control- FF,SD,0.65,650 MS.,,0.34,0.27,-0.31,0.529209603,-0.470790397,0.470790397
7-Control- FF,SD,0.65,650 MS.,,0.38,0.25,-0.27,0.590760802,-0.409239198,0.409239198
7-Control- FF,SD,0.65,650 MS.,,0.36,0.25,-0.29,0.553845873,-0.446154127,0.446154127
7-Control- FF,SD,0.65,650 MS.,,0.4,0.19,-0.25,0.615358912,-0.384641088,0.384641088
7-Control- FF,SD,0.65,650 MS.,,0.4,0.25,-0.25,0.61538172,-0.38461828,0.38461828
7-Control- FF,SD,0.65,650 MS.,,0.32,0.32,-0.33,0.492307394,-0.507692606,0.507692606
7-Control- FF,SD,0.65,650 MS.,,0.34,0.29,-0.31,0.516907259,-0.483092741,0.483092741
7-Control- FF,SD,0.65,650 MS.,,0.28,0.22,-0.37,0.430721983,-0.569278017,0.569278017
7-Control- FF,SD,0.65,650 MS.,,0.31,0.28,-0.34,0.479986189,-0.520013811,0.520013811
7-Control- FF,SD,0.65,650 MS.,,0.3,0.32,-0.35,0.467650948,-0.532349052,0.532349052
7-Control- FF,SD,0.65,650 MS.,,0.31,0.44,-0.34,0.479991452,-0.520008548,0.520008548
7-Control- FF,SD,0.65,650 MS.,,0.36,0.38,-0.29,0.553862102,-0.446137898,0.446137898
7-Control- FF,SD,0.65,650 MS.,,0.32,0.3,-0.33,0.492299938,-0.507700062,0.507700062
7-Control- FF,SD,0.65,650 MS.,,0.35,0.18,-0.3,0.541462823,-0.458537177,0.458537177
0-Control-RR,ZSK,0.35,150-450 MS.,,0.3,0.81,-0.06,0.834570885,-0.165429115,0.165429115
0-Control-RR,ZSK,0.18,150-450 MS.,,0.25,0.56,0.07,1.405342995,0.405342995,-0.405342995
0-Control-RR,ZSK,0.66,450-750 MS.,,0.34,0.56,-0.32,0.512636404,-0.487363596,0.487363596
