condition,participant,wait_duration_before_circle,BINNING,is_valid,space_pressed_duration,space_RT,DIFFERENCE,RATIO,ABS ERROR,Avg.underest.(percentage)
3-Prediction-FF,SBA,0.65,650 MS.,TRUE,0.69,0.22,0.04,1.058392784,0.058392784,-0.058392784
3-Prediction-FF,SBA,0.65,650 MS.,TRUE,0.54,0.32,-0.11,0.824567512,-0.175432488,0.175432488
3-Prediction-FF,SBA,0.65,650 MS.,TRUE,0.54,0.28,-0.11,0.836907648,-0.163092352,0.163092352
3-Prediction-FF,SBA,0.65,650 MS.,TRUE,0.6,0.37,-0.05,0.923043851,-0.076956149,0.076956149
3-Prediction-FF,SBA,0.65,650 MS.,TRUE,0.53,0.29,-0.12,0.812285274,-0.187714726,0.187714726
3-Prediction-FF,SBA,0.65,650 MS.,TRUE,0.54,0.33,-0.11,0.824568828,-0.175431172,0.175431172
3-Prediction-FF,SBA,0.65,650 MS.,FALSE,0.54,0.39,-0.11,0.824537686,-0.175462314,0.175462314
3-Prediction-FF,SBA,0.65,650 MS.,TRUE,0.55,0.39,-0.1,0.849189448,-0.150810552,0.150810552
3-Prediction-FF,SBA,0.65,650 MS.,FALSE,0.59,0.34,-0.06,0.910768192,-0.089231808,0.089231808
3-Prediction-FF,SBA,0.65,650 MS.,TRUE,0.55,0.29,-0.1,0.849173219,-0.150826781,0.150826781
3-Prediction-FF,SBA,0.65,650 MS.,TRUE,0.58,0.18,-0.07,0.886091429,-0.113908571,0.113908571
3-Prediction-FF,SBA,0.65,650 MS.,FALSE,0.52,0.39,-0.13,0.79995391,-0.20004609,0.20004609
3-Prediction-FF,SBA,0.65,650 MS.,FALSE,0.6,0.33,-0.05,0.923054378,-0.076945622,0.076945622
3-Prediction-FF,SBA,0.65,650 MS.,TRUE,0.74,0.39,0.09,1.144552234,0.144552234,-0.144552234
3-Prediction-FF,SBA,0.65,650 MS.,FALSE,0.55,0.37,-0.1,0.849191202,-0.150808798,0.150808798
3-Prediction-FF,SBA,0.65,650 MS.,TRUE,0.58,0.29,-0.07,0.898399984,-0.101600016,0.101600016
3-Prediction-FF,SBA,0.65,650 MS.,TRUE,0.71,0.26,0.06,1.095269764,0.095269764,-0.095269764
3-Prediction-FF,SBA,0.65,650 MS.,TRUE,0.53,0.28,-0.12,0.812244921,-0.187755079,0.187755079
3-Prediction-FF,SBA,0.65,650 MS.,TRUE,0.66,0.27,0.01,1.009156369,0.009156369,-0.009156369
3-Prediction-FF,SBA,0.65,650 MS.,TRUE,0.66,0.41,0.01,1.009231373,0.009231373,-0.009231373
3-Prediction-FF,SBA,0.65,650 MS.,TRUE,0.58,0.36,-0.07,0.886145818,-0.113854182,0.113854182
3-Prediction-FF,SBA,0.65,650 MS.,TRUE,0.65,0.31,0,0.996875885,-0.003124115,0.003124115
3-Prediction-FF,SBA,0.65,650 MS.,TRUE,0.65,0.26,0,0.996852638,-0.003147362,0.003147362
3-Prediction-FF,SBA,0.65,650 MS.,TRUE,0.63,0.25,-0.02,0.972262283,-0.027737717,0.027737717
4-Motor-RF,SBA,0.65,650 MS.,TRUE,0.39,0.59,-0.26,0.603041293,-0.396958707,0.396958707
4-Motor-RF,SBA,0.65,650 MS.,TRUE,0.28,0.3,-0.37,0.43075437,-0.56924563,0.56924563
4-Motor-RF,SBA,0.65,650 MS.,FALSE,0.31,1.03,-0.34,0.479965107,-0.520034893,0.520034893
4-Motor-RF,SBA,0.65,650 MS.,TRUE,0.34,1.26,-0.31,0.529207424,-0.470792576,0.470792576
4-Motor-RF,SBA,0.65,650 MS.,TRUE,0.38,0.47,-0.27,0.590710428,-0.409289572,0.409289572
4-Motor-RF,SBA,0.65,650 MS.,TRUE,0.34,0.33,-0.31,0.516984897,-0.483015103,0.483015103
4-Motor-RF,SBA,0.65,650 MS.,TRUE,0.25,0.6,-0.4,0.381528282,-0.618471718,0.618471718
4-Motor-RF,SBA,0.65,650 MS.,FALSE,0.29,0.62,-0.36,0.443019882,-0.556980118,0.556980118
4-Motor-RF,SBA,0.65,650 MS.,FALSE,0.36,0.2,-0.29,0.553780993,-0.446219007,0.446219007
4-Motor-RF,SBA,0.65,650 MS.,FALSE,0.41,0.56,-0.24,0.627672321,-0.372327679,0.372327679
4-Motor-RF,SBA,0.65,650 MS.,TRUE,0.48,0.34,-0.17,0.738480803,-0.261519197,0.261519197
4-Motor-RF,SBA,0.65,650 MS.,TRUE,0.47,0.31,-0.18,0.726113532,-0.273886468,0.273886468
4-Motor-RF,SBA,0.65,650 MS.,TRUE,0.5,0.06,-0.15,0.763056564,-0.236943436,0.236943436
4-Motor-RF,SBA,0.65,650 MS.,TRUE,0.54,0.06,-0.11,0.836812798,-0.163187202,0.163187202
4-Motor-RF,SBA,0.65,650 MS.,TRUE,0.51,0.16,-0.14,0.787627062,-0.212372938,0.212372938
4-Motor-RF,SBA,0.65,650 MS.,TRUE,0.51,0.23,-0.14,0.787676626,-0.212323374,0.212323374
4-Motor-RF,SBA,0.65,650 MS.,TRUE,0.62,0.22,-0.03,0.959997323,-0.040002677,0.040002677
4-Motor-RF,SBA,0.65,650 MS.,TRUE,0.51,0.51,-0.14,0.787680135,-0.212319865,0.212319865
4-Motor-RF,SBA,0.65,650 MS.,TRUE,0.61,0.1,-0.04,0.935354014,-0.064645986,0.064645986
4-Motor-RF,SBA,0.65,650 MS.,TRUE,0.37,0.25,-0.28,0.566224583,-0.433775417,0.433775417
4-Motor-RF,SBA,0.65,650 MS.,FALSE,0.46,0.49,-0.19,0.701562771,-0.298437229,0.298437229
4-Motor-RF,SBA,0.65,650 MS.,FALSE,0.75,0.25,0.1,1.1568622,0.1568622,-0.1568622
4-Motor-RF,SBA,0.65,650 MS.,TRUE,0.58,0.37,-0.07,0.886117837,-0.113882163,0.113882163
4-Motor-RF,SBA,0.65,650 MS.,TRUE,0.46,0.19,-0.19,0.713835739,-0.286164261,0.286164261
4-Motor-RF,SBA,0.65,650 MS.,TRUE,0.49,0.12,-0.16,0.750789298,-0.249210702,0.249210702
4-Motor-RF,SBA,0.65,650 MS.,TRUE,0.5,0.09,-0.15,0.763061389,-0.236938611,0.236938611
4-Motor-RF,SBA,0.65,650 MS.,TRUE,0.47,0.12,-0.18,0.726154323,-0.273845677,0.273845677
4-Motor-RF,SBA,0.65,650 MS.,TRUE,0.53,0.18,-0.12,0.812171244,-0.187828756,0.187828756
4-Motor-RF,SBA,0.65,650 MS.,TRUE,0.47,0.1,-0.18,0.726131515,-0.273868485,0.273868485
4-Motor-RF,SBA,0.65,650 MS.,TRUE,0.48,-0.02,-0.17,0.738078151,-0.261921849,0.261921849
4-Motor-RF,SBA,0.65,650 MS.,TRUE,0.46,0.07,-0.19,0.701513208,-0.298486792,0.298486792
4-Motor-RF,SBA,0.65,650 MS.,TRUE,0.45,0.23,-0.2,0.689204712,-0.310795288,0.310795288
4-Motor-RF,SBA,0.65,650 MS.,TRUE,0.34,0.25,-0.31,0.52920874,-0.47079126,0.47079126
4-Motor-RF,SBA,0.65,650 MS.,TRUE,0.44,0.2,-0.21,0.676872969,-0.323127031,0.323127031
4-Motor-RF,SBA,0.65,650 MS.,TRUE,0.48,0.21,-0.17,0.738411062,-0.261588938,0.261588938
4-Motor-RF,SBA,0.65,650 MS.,TRUE,0.53,0.21,-0.12,0.812462924,-0.187537076,0.187537076
4-Motor-RF,SBA,0.65,650 MS.,TRUE,0.45,0.23,-0.2,0.689217432,-0.310782568,0.310782568
4-Motor-RF,SBA,0.65,650 MS.,TRUE,0.67,0.17,0.02,1.033805313,0.033805313,-0.033805313
4-Motor-RF,SBA,0.65,650 MS.,TRUE,0.63,0.09,-0.02,0.972240026,-0.027759974,0.027759974
4-Motor-RF,SBA,0.65,650 MS.,FALSE,0.38,0.33,-0.27,0.578435706,-0.421564294,0.421564294
4-Motor-RF,SBA,0.65,650 MS.,TRUE,0.28,0.35,-0.37,0.43071972,-0.56928028,0.56928028
4-Motor-RF,SBA,0.65,650 MS.,FALSE,0.46,0.43,-0.19,0.7138546,-0.2861454,0.2861454
4-Motor-RF,SBA,0.65,650 MS.,FALSE,0.45,0.19,-0.2,0.689206466,-0.310793534,0.310793534
4-Motor-RF,SBA,0.65,650 MS.,TRUE,0.46,0.11,-0.19,0.70153777,-0.29846223,0.29846223
4-Motor-RF,SBA,0.65,650 MS.,TRUE,0.42,0.24,-0.23,0.65227747,-0.34772253,0.34772253
4-Motor-RF,SBA,0.65,650 MS.,FALSE,0.34,0.22,-0.31,0.516863839,-0.483136161,0.483136161
4-Motor-RF,SBA,0.65,650 MS.,TRUE,0.23,0.13,-0.42,0.356896377,-0.643103623,0.643103623
4-Motor-RF,SBA,0.65,650 MS.,TRUE,0.31,0.48,-0.34,0.479976511,-0.520023489,0.520023489
4-Motor-RF,SBA,0.65,650 MS.,TRUE,0.42,0.34,-0.23,0.652270891,-0.347729109,0.347729109
4-Motor-RF,SBA,0.65,650 MS.,TRUE,0.53,0.32,-0.12,0.81220721,-0.18779279,0.18779279
5-Control-RF,SBA,0.65,650 MS.,,0.46,0.46,-0.19,0.701535468,-0.298464532,0.298464532
5-Control-RF,SBA,0.65,650 MS.,,0.54,0.48,-0.11,0.824600847,-0.175399153,0.175399153
5-Control-RF,SBA,0.65,650 MS.,,0.42,0.57,-0.23,0.639999709,-0.360000291,0.360000291
5-Control-RF,SBA,0.65,650 MS.,,0.48,0.42,-0.17,0.738472539,-0.261527461,0.261527461
5-Control-RF,SBA,0.65,650 MS.,,0.66,0.31,0.01,1.021472819,0.021472819,-0.021472819
5-Control-RF,SBA,0.65,650 MS.,,0.74,0.31,0.09,1.144586885,0.144586885,-0.144586885
5-Control-RF,SBA,0.65,650 MS.,,0.6,0.37,-0.05,0.923042097,-0.076957903,0.076957903
5-Control-RF,SBA,0.65,650 MS.,,0.82,0.34,0.17,1.267685599,0.267685599,-0.267685599
5-Control-RF,SBA,0.65,650 MS.,,0.38,0.43,-0.27,0.590708466,-0.409291534,0.409291534
5-Control-RF,SBA,0.65,650 MS.,,0.68,0.2,0.03,1.04613467,0.04613467,-0.04613467
5-Control-RF,SBA,0.65,650 MS.,,0.54,0.03,-0.11,0.824514,-0.175486,0.175486
5-Control-RF,SBA,0.65,650 MS.,,0.54,0.19,-0.11,0.836893174,-0.163106826,0.163106826
5-Control-RF,SBA,0.65,650 MS.,,0.54,0.13,-0.11,0.824585495,-0.175414505,0.175414505
5-Control-RF,SBA,0.65,650 MS.,,0.59,0.11,-0.06,0.910745384,-0.089254616,0.089254616
5-Control-RF,SBA,0.65,650 MS.,,0.77,0.19,0.12,1.181538869,0.181538869,-0.181538869
5-Control-RF,SBA,0.65,650 MS.,,0.47,0.35,-0.18,0.726166615,-0.273833385,0.273833385
5-Control-RF,SBA,0.65,650 MS.,,0.49,0.26,-0.16,0.750822325,-0.249177675,0.249177675
5-Control-RF,SBA,0.65,650 MS.,,0.5,0.32,-0.15,0.763056315,-0.236943685,0.236943685
5-Control-RF,SBA,0.65,650 MS.,,0.29,0.67,-0.36,0.443072909,-0.556927091,0.556927091
5-Control-RF,SBA,0.65,650 MS.,,0.5,0.38,-0.15,0.763066403,-0.236933597,0.236933597
5-Control-RF,SBA,0.65,650 MS.,,0.56,0.14,-0.09,0.86151818,-0.13848182,0.13848182
5-Control-RF,SBA,0.65,650 MS.,,0.54,0.26,-0.11,0.836838785,-0.163161215,0.163161215
5-Control-RF,SBA,0.65,650 MS.,,0.51,0.94,-0.14,0.787672987,-0.212327013,0.212327013
5-Control-RF,SBA,0.65,650 MS.,,0.55,0.3,-0.1,0.84920129,-0.15079871,0.15079871
5-Control-RF,SBA,0.65,650 MS.,,0.51,0.37,-0.14,0.787747991,-0.212252009,0.212252009
5-Control-RF,SBA,0.65,650 MS.,,0.43,0.34,-0.22,0.664596205,-0.335403795,0.335403795
5-Control-RF,SBA,0.65,650 MS.,,0.46,0.23,-0.19,0.701535907,-0.298464093,0.298464093
5-Control-RF,SBA,0.65,650 MS.,,0.6,0.17,-0.05,0.923076309,-0.076923691,0.076923691
5-Control-RF,SBA,0.65,650 MS.,,0.52,0.13,-0.13,0.799986368,-0.200013632,0.200013632
5-Control-RF,SBA,0.65,650 MS.,,0.6,0.17,-0.05,0.923041658,-0.076958342,0.076958342
5-Control-RF,SBA,0.65,650 MS.,,0.58,0.15,-0.07,0.886139238,-0.113860762,0.113860762
5-Control-RF,SBA,0.65,650 MS.,,0.6,0.23,-0.05,0.923040342,-0.076959658,0.076959658
5-Control-RF,SBA,0.65,650 MS.,,0.58,0.32,-0.07,0.89844911,-0.10155089,0.10155089
5-Control-RF,SBA,0.65,650 MS.,,0.6,0.17,-0.05,0.922970602,-0.077029398,0.077029398
5-Control-RF,SBA,0.65,650 MS.,,0.64,0.18,-0.01,0.984644527,-0.015355473,0.015355473
5-Control-RF,SBA,0.65,650 MS.,,0.42,0.33,-0.23,0.652405199,-0.347594801,0.347594801
5-Control-RF,SBA,0.65,650 MS.,,0.42,0.22,-0.23,0.639996638,-0.360003362,0.360003362
5-Control-RF,SBA,0.65,650 MS.,,0.37,0.27,-0.28,0.566139603,-0.433860397,0.433860397
5-Control-RF,SBA,0.65,650 MS.,,0.32,0.36,-0.33,0.492254496,-0.507745504,0.507745504
5-Control-RF,SBA,0.65,650 MS.,,0.55,0.25,-0.1,0.849211817,-0.150788183,0.150788183
5-Control-RF,SBA,0.65,650 MS.,,0.33,0.7,-0.32,0.504631477,-0.495368523,0.495368523
5-Control-RF,SBA,0.65,650 MS.,,0.34,0.37,-0.31,0.529234991,-0.470765009,0.470765009
5-Control-RF,SBA,0.65,650 MS.,,0.43,0.28,-0.22,0.664583485,-0.335416515,0.335416515
5-Control-RF,SBA,0.65,650 MS.,,0.39,0.39,-0.26,0.603037637,-0.396962363,0.396962363
5-Control-RF,SBA,0.65,650 MS.,,0.38,0.32,-0.27,0.590733906,-0.409266094,0.409266094
5-Control-RF,SBA,0.65,650 MS.,,0.42,0.28,-0.23,0.640001902,-0.359998098,0.359998098
5-Control-RF,SBA,0.65,650 MS.,,0.44,0.31,-0.21,0.676924498,-0.323075502,0.323075502
5-Control-RF,SBA,0.65,650 MS.,,0.44,0.17,-0.21,0.676903883,-0.323096117,0.323096117
5-Control-RF,SBA,0.65,650 MS.,,0.54,0.18,-0.11,0.824513562,-0.175486438,0.175486438
5-Control-RF,SBA,0.65,650 MS.,,0.5,0.23,-0.15,0.775348642,-0.224651358,0.224651358
6-Prediction-RF,SBA,0.65,650 MS.,TRUE,0.51,0.71,-0.14,0.787727376,-0.212272624,0.212272624
6-Prediction-RF,SBA,0.65,650 MS.,TRUE,0.55,0.3,-0.1,0.849160937,-0.150839063,0.150839063
6-Prediction-RF,SBA,0.65,650 MS.,TRUE,0.46,0.26,-0.19,0.71385806,-0.28614194,0.28614194
6-Prediction-RF,SBA,0.65,650 MS.,FALSE,0.55,0.38,-0.1,0.849167078,-0.150832922,0.150832922
6-Prediction-RF,SBA,0.65,650 MS.,TRUE,0.42,0.26,-0.23,0.652270982,-0.347729018,0.347729018
6-Prediction-RF,SBA,0.65,650 MS.,TRUE,0.5,0.44,-0.15,0.763058947,-0.236941053,0.236941053
6-Prediction-RF,SBA,0.65,650 MS.,TRUE,0.58,0.34,-0.07,0.898430688,-0.101569312,0.101569312
6-Prediction-RF,SBA,0.65,650 MS.,TRUE,0.34,0.54,-0.31,0.516935646,-0.483064354,0.483064354
6-Prediction-RF,SBA,0.65,650 MS.,TRUE,0.52,0.23,-0.13,0.800000404,-0.199999596,0.199999596
6-Prediction-RF,SBA,0.65,650 MS.,TRUE,0.58,0.42,-0.07,0.898526307,-0.101473693,0.101473693
6-Prediction-RF,SBA,0.65,650 MS.,FALSE,0.56,0.49,-0.09,0.861501512,-0.138498488,0.138498488
6-Prediction-RF,SBA,0.65,650 MS.,TRUE,0.64,0.26,-0.01,0.984595401,-0.015404599,0.015404599
6-Prediction-RF,SBA,0.65,650 MS.,TRUE,0.58,0.26,-0.07,0.885987476,-0.114012524,0.114012524
6-Prediction-RF,SBA,0.65,650 MS.,FALSE,0.54,0.3,-0.11,0.824617076,-0.175382924,0.175382924
6-Prediction-RF,SBA,0.65,650 MS.,FALSE,0.58,0.29,-0.07,0.886152397,-0.113847603,0.113847603
6-Prediction-RF,SBA,0.65,650 MS.,TRUE,0.44,0.46,-0.21,0.676906076,-0.323093924,0.323093924
6-Prediction-RF,SBA,0.65,650 MS.,TRUE,0.48,0.31,-0.17,0.738502365,-0.261497635,0.261497635
6-Prediction-RF,SBA,0.65,650 MS.,FALSE,0.42,0.26,-0.23,0.652280631,-0.347719369,0.347719369
6-Prediction-RF,SBA,0.65,650 MS.,TRUE,0.42,0.31,-0.23,0.652333704,-0.347666296,0.347666296
6-Prediction-RF,SBA,0.65,650 MS.,TRUE,0.35,0.3,-0.3,0.541486087,-0.458513913,0.458513913
6-Prediction-RF,SBA,0.65,650 MS.,TRUE,0.47,0.35,-0.18,0.726176265,-0.273823735,0.273823735
6-Prediction-RF,SBA,0.65,650 MS.,FALSE,0.46,0.43,-0.19,0.701524942,-0.298475058,0.298475058
6-Prediction-RF,SBA,0.65,650 MS.,FALSE,0.52,0.31,-0.13,0.799951278,-0.200048722,0.200048722
6-Prediction-RF,SBA,0.65,650 MS.,TRUE,0.5,0.4,-0.15,0.763049297,-0.236950703,0.236950703
6-Prediction-RF,SBA,0.65,650 MS.,TRUE,0.42,0.32,-0.23,0.652292035,-0.347707965,0.347707965
6-Prediction-RF,SBA,0.65,650 MS.,TRUE,0.48,0.35,-0.17,0.738467276,-0.261532724,0.261532724
6-Prediction-RF,SBA,0.65,650 MS.,TRUE,0.46,0.42,-0.19,0.701509151,-0.298490849,0.298490849
6-Prediction-RF,SBA,0.65,650 MS.,TRUE,0.57,0.35,-0.08,0.87383463,-0.12616537,0.12616537
6-Prediction-RF,SBA,0.65,650 MS.,FALSE,0.46,0.53,-0.19,0.713833497,-0.286166503,0.286166503
6-Prediction-RF,SBA,0.65,650 MS.,TRUE,0.49,0.33,-0.16,0.750749514,-0.249250486,0.249250486
6-Prediction-RF,SBA,0.65,650 MS.,TRUE,0.57,0.33,-0.08,0.87381577,-0.12618423,0.12618423
6-Prediction-RF,SBA,0.65,650 MS.,TRUE,0.46,0.31,-0.19,0.701524064,-0.298475936,0.298475936
6-Prediction-RF,SBA,0.65,650 MS.,TRUE,0.49,0.32,-0.16,0.750800394,-0.249199606,0.249199606
6-Prediction-RF,SBA,0.65,650 MS.,TRUE,0.45,0.39,-0.2,0.689212,-0.310788,0.310788
6-Prediction-RF,SBA,0.65,650 MS.,TRUE,0.44,0.42,-0.21,0.676890724,-0.323109276,0.323109276
6-Prediction-RF,SBA,0.65,650 MS.,FALSE,0.45,0.41,-0.2,0.689220334,-0.310779666,0.310779666
6-Prediction-RF,SBA,0.65,650 MS.,TRUE,0.4,0.24,-0.25,0.615356719,-0.384643281,0.384643281
6-Prediction-RF,SBA,0.65,650 MS.,TRUE,0.52,0.34,-0.13,0.799978034,-0.200021966,0.200021966
6-Prediction-RF,SBA,0.65,650 MS.,TRUE,0.51,0.38,-0.14,0.787654127,-0.212345873,0.212345873
6-Prediction-RF,SBA,0.65,650 MS.,TRUE,0.58,0.27,-0.07,0.898472795,-0.101527205,0.101527205
6-Prediction-RF,SBA,0.65,650 MS.,TRUE,0.62,0.28,-0.03,0.947694297,-0.052305703,0.052305703
6-Prediction-RF,SBA,0.65,650 MS.,TRUE,0.64,0.32,-0.01,0.984629613,-0.015370387,0.015370387
6-Prediction-RF,SBA,0.65,650 MS.,TRUE,0.58,0.23,-0.07,0.898430249,-0.101569751,0.101569751
6-Prediction-RF,SBA,0.65,650 MS.,TRUE,0.61,0.31,-0.04,0.935320387,-0.064679613,0.064679613
6-Prediction-RF,SBA,0.65,650 MS.,TRUE,0.66,0.3,0.01,1.021495189,0.021495189,-0.021495189
6-Prediction-RF,SBA,0.65,650 MS.,TRUE,0.67,0.29,0.02,1.033821728,0.033821728,-0.033821728
6-Prediction-RF,SBA,0.65,650 MS.,TRUE,0.46,0.3,-0.19,0.701528889,-0.298471111,0.298471111
6-Prediction-RF,SBA,0.65,650 MS.,TRUE,0.45,0.14,-0.2,0.689233492,-0.310766508,0.310766508
6-Prediction-RF,SBA,0.65,650 MS.,FALSE,0.46,0.37,-0.19,0.713865955,-0.286134045,0.286134045
6-Prediction-RF,SBA,0.65,650 MS.,TRUE,0.49,0.32,-0.16,0.750755655,-0.249244345,0.249244345
7-Control- FF,SBA,0.65,650 MS.,,0.46,0.36,-0.19,0.701560908,-0.298439092,0.298439092
7-Control- FF,SBA,0.65,650 MS.,,0.46,0.28,-0.19,0.701518362,-0.298481638,0.298481638
7-Control- FF,SBA,0.65,650 MS.,,0.53,0.23,-0.12,0.812257202,-0.187742798,0.187742798
7-Control- FF,SBA,0.65,650 MS.,,0.47,0.15,-0.18,0.726134596,-0.273865404,0.273865404
7-Control- FF,SBA,0.65,650 MS.,,0.4,0.23,-0.25,0.615310225,-0.384689775,0.384689775
7-Control- FF,SBA,0.65,650 MS.,,0.55,0.17,-0.1,0.849154797,-0.150845203,0.150845203
7-Control- FF,SBA,0.65,650 MS.,,0.49,0.1,-0.16,0.750761357,-0.249238643,0.249238643
7-Control- FF,SBA,0.65,650 MS.,,0.51,0.16,-0.14,0.787620792,-0.212379208,0.212379208
7-Control- FF,SBA,0.65,650 MS.,,0.5,0.3,-0.15,0.775345571,-0.224654429,0.224654429
7-Control- FF,SBA,0.65,650 MS.,,0.43,0.23,-0.22,0.664586994,-0.335413006,0.335413006
7-Control- FF,SBA,0.65,650 MS.,,0.5,0.16,-0.15,0.763045349,-0.236954651,0.236954651
7-Control- FF,SBA,0.65,650 MS.,,0.45,0.24,-0.2,0.689247967,-0.310752033,0.310752033
7-Control- FF,SBA,0.65,650 MS.,,0.54,0.16,-0.11,0.836905455,-0.163094545,0.163094545
7-Control- FF,SBA,0.65,650 MS.,,0.62,0.23,-0.03,0.947624118,-0.052375882,0.052375882
7-Control- FF,SBA,0.65,650 MS.,,0.59,0.12,-0.06,0.910753718,-0.089246282,0.089246282
7-Control- FF,SBA,0.65,650 MS.,,0.59,0.12,-0.06,0.910766876,-0.089233124,0.089233124
7-Control- FF,SBA,0.65,650 MS.,,0.66,0.13,0.01,1.009178738,0.009178738,-0.009178738
7-Control- FF,SBA,0.65,650 MS.,,0.59,0.11,-0.06,0.910718189,-0.089281811,0.089281811
7-Control- FF,SBA,0.65,650 MS.,,0.58,0.09,-0.07,0.898390335,-0.101609665,0.101609665
7-Control- FF,SBA,0.65,650 MS.,,0.6,0.08,-0.05,0.923049553,-0.076950447,0.076950447
7-Control- FF,SBA,0.65,650 MS.,,0.63,0.17,-0.02,0.972296057,-0.027703943,0.027703943
7-Control- FF,SBA,0.65,650 MS.,,0.42,0.36,-0.23,0.652258262,-0.347741738,0.347741738
7-Control- FF,SBA,0.65,650 MS.,,0.42,0.24,-0.23,0.640020763,-0.359979237,0.359979237
7-Control- FF,SBA,0.65,650 MS.,,0.48,0.15,-0.17,0.738518156,-0.261481844,0.261481844
7-Control- FF,SBA,0.65,650 MS.,,0.41,0.22,-0.24,0.627699487,-0.372300513,0.372300513
7-Control- FF,SBA,0.65,650 MS.,,0.53,0.14,-0.12,0.812185268,-0.187814732,0.187814732
7-Control- FF,SBA,0.65,650 MS.,,0.54,0.26,-0.11,0.836887472,-0.163112528,0.163112528
7-Control- FF,SBA,0.65,650 MS.,,0.47,0.18,-0.18,0.726121876,-0.273878124,0.273878124
7-Control- FF,SBA,0.65,650 MS.,,0.5,0.24,-0.15,0.763102809,-0.236897191,0.236897191
7-Control- FF,SBA,0.65,650 MS.,,0.49,0.24,-0.16,0.750803903,-0.249196097,0.249196097
7-Control- FF,SBA,0.65,650 MS.,,0.51,0.24,-0.14,0.787649302,-0.212350698,0.212350698
7-Control- FF,SBA,0.65,650 MS.,,0.46,0.08,-0.19,0.713812443,-0.286187557,0.286187557
7-Control- FF,SBA,0.65,650 MS.,,0.48,0.2,-0.17,0.738438765,-0.261561235,0.261561235
7-Control- FF,SBA,0.65,650 MS.,,0.5,0.2,-0.15,0.763029559,-0.236970441,0.236970441
7-Control- FF,SBA,0.65,650 MS.,,0.52,0.13,-0.13,0.799928908,-0.200071092,0.200071092
7-Control- FF,SBA,0.65,650 MS.,,0.47,0.2,-0.18,0.726101699,-0.273898301,0.273898301
7-Control- FF,SBA,0.65,650 MS.,,0.45,0.23,-0.2,0.689217702,-0.310782298,0.310782298
7-Control- FF,SBA,0.65,650 MS.,,0.5,0.18,-0.15,0.763020348,-0.236979652,0.236979652
7-Control- FF,SBA,0.65,650 MS.,,0.51,0.16,-0.14,0.787636143,-0.212363857,0.212363857
7-Control- FF,SBA,0.65,650 MS.,,0.54,0.11,-0.11,0.824536808,-0.175463192,0.175463192
7-Control- FF,SBA,0.65,650 MS.,,0.5,0.12,-0.15,0.762999733,-0.237000267,0.237000267
7-Control- FF,SBA,0.65,650 MS.,,0.43,0.18,-0.22,0.664655857,-0.335344143,0.335344143
7-Control- FF,SBA,0.65,650 MS.,,0.47,0.11,-0.18,0.726128455,-0.273871545,0.273871545
7-Control- FF,SBA,0.65,650 MS.,,0.48,0.16,-0.17,0.738478241,-0.261521759,0.261521759
7-Control- FF,SBA,0.65,650 MS.,,0.45,0.16,-0.2,0.689192701,-0.310807299,0.310807299
7-Control- FF,SBA,0.65,650 MS.,,0.49,0.12,-0.16,0.750710038,-0.249289962,0.249289962
7-Control- FF,SBA,0.65,650 MS.,,0.45,0.01,-0.2,0.688960671,-0.311039329,0.311039329
7-Control- FF,SBA,0.65,650 MS.,,0.44,0.09,-0.21,0.676770542,-0.323229458,0.323229458
7-Control- FF,SBA,0.65,650 MS.,,0.41,0.09,-0.24,0.627665713,-0.372334287,0.372334287
7-Control- FF,SBA,0.65,650 MS.,,0.46,0.12,-0.19,0.713851919,-0.286148081,0.286148081
0-Control-RR,AD,0.35,150-450 MS.,,0.34,0.75,-0.01,0.962944028,-0.037055972,0.037055972
0-Control-RR,AD,1.11,750-1150 MS.,,0.47,1.8,-0.64,0.425488146,-0.574511854,0.574511854
0-Control-RR,AD,0.82,750-1150 MS.,,0.58,1.11,-0.23,0.714310078,-0.285689922,0.285689922
0-Control-RR,AD,0.33,150-450 MS.,,0.62,1.93,0.29,1.872489998,0.872489998,-0.872489998
0-Control-RR,AD,1.11,750-1150 MS.,,0.91,0.64,-0.19,0.823995706,-0.176004294,0.176004294
0-Control-RR,AD,0.86,750-1150 MS.,,0.56,0.49,-0.3,0.649204006,-0.350795994,0.350795994
0-Control-RR,AD,0.86,750-1150 MS.,,0.52,0.46,-0.34,0.605965018,-0.394034982,0.394034982
0-Control-RR,AD,1.06,750-1150 MS.,,0.58,1.13,-0.48,0.544496566,-0.455503434,0.455503434
0-Control-RR,AD,0.18,150-450 MS.,,0.25,0.96,0.07,1.405284767,0.405284767,-0.405284767
0-Control-RR,AD,0.73,450-750 MS.,,0.3,0.91,-0.42,0.417446104,-0.582553896,0.582553896
0-Control-RR,AD,0.18,150-450 MS.,,0.14,0.59,-0.04,0.780609333,-0.219390667,0.219390667
0-Control-RR,AD,0.2,150-450 MS.,,0.26,1.06,0.05,1.251558859,0.251558859,-0.251558859
0-Control-RR,AD,0.8,750-1150 MS.,,0.43,1.01,-0.37,0.536770494,-0.463229506,0.463229506
0-Control-RR,AD,1.04,750-1150 MS.,,0.72,0.69,-0.32,0.695525256,-0.304474744,0.304474744
0-Control-RR,AD,1.08,750-1150 MS.,,0.64,0.68,-0.44,0.590199207,-0.409800793,0.409800793
0-Control-RR,AD,0.53,450-750 MS.,,0.23,1.39,-0.3,0.439119935,-0.560880065,0.560880065
