condition,participant,wait_duration_before_circle,BINNING,is_valid,space_pressed_duration,DIFF,RATIO,ABS ERROR,Avg.underest.(percentage)
0-Control-RR,ot,0.41,350-750 MS.,,0.43,0.02,1.06,0.06,-0.06
0-Control-RR,ot,0.27,0-350 MS.,,0.46,0.2,1.74,0.74,-0.74
0-Control-RR,ot,0.96,750-1100 MS.,,0.58,-0.38,0.6,-0.4,0.4
0-Control-RR,ot,1.08,750-1100 MS.,,0.58,-0.51,0.53,-0.47,0.47
0-Control-RR,ot,0.04,0-350 MS.,,0.1,0.07,2.8,1.8,-1.8
0-Control-RR,ot,0.93,750-1100 MS.,,0.48,-0.45,0.52,-0.48,0.48
0-Control-RR,ot,0.2,0-350 MS.,,0.34,0.13,1.66,0.66,-0.66
0-Control-RR,ot,0.51,350-750 MS.,,0.38,-0.12,0.76,-0.24,0.24
0-Control-RR,ot,0.39,350-750 MS.,,0.34,-0.05,0.88,-0.12,0.12
0-Control-RR,ot,0.13,0-350 MS.,,0.36,0.23,2.82,1.82,-1.82
0-Control-RR,ot,0.86,750-1100 MS.,,0.3,-0.56,0.35,-0.65,0.65
0-Control-RR,ot,0.33,0-350 MS.,,0.27,-0.06,0.82,-0.18,0.18
0-Control-RR,ot,0.04,0-350 MS.,,0.28,0.24,7.59,6.59,-6.59
0-Control-RR,ot,0.14,0-350 MS.,,0.34,0.21,2.54,1.54,-1.54
0-Control-RR,ot,0.94,750-1100 MS.,,0.31,-0.62,0.33,-0.67,0.67
0-Control-RR,ot,1.06,750-1100 MS.,,0.29,-0.77,0.27,-0.73,0.73
0-Control-RR,ot,0.2,0-350 MS.,,0.3,0.1,1.49,0.49,-0.49
0-Control-RR,ot,0.52,350-750 MS.,,0.26,-0.26,0.51,-0.49,0.49
0-Control-RR,ot,0.19,0-350 MS.,,0.33,0.14,1.71,0.71,-0.71
0-Control-RR,ot,0.5,350-750 MS.,,0.3,-0.2,0.6,-0.4,0.4
0-Control-RR,ot,0.3,0-350 MS.,,0.26,-0.05,0.84,-0.16,0.16
0-Control-RR,ot,0.58,350-750 MS.,,0.33,-0.25,0.56,-0.44,0.44
0-Control-RR,ot,0.65,350-750 MS.,,0.32,-0.33,0.49,-0.51,0.51
0-Control-RR,ot,0.39,350-750 MS.,,0.26,-0.13,0.66,-0.34,0.34
0-Control-RR,ot,1.04,750-1100 MS.,,0.26,-0.78,0.25,-0.75,0.75
1-Motor-FF,ad,0.55,550 MS.,FALSE,0.33,-0.22,0.6,-0.4,0.4
1-Motor-FF,ad,0.55,550 MS.,FALSE,0.34,-0.21,0.61,-0.39,0.39
1-Motor-FF,ad,0.55,550 MS.,TRUE,0.34,-0.21,0.63,-0.37,0.37
1-Motor-FF,ad,0.55,550 MS.,TRUE,0.28,-0.27,0.51,-0.49,0.49
1-Motor-FF,ad,0.55,550 MS.,TRUE,0.3,-0.25,0.55,-0.45,0.45
1-Motor-FF,ad,0.55,550 MS.,TRUE,0.22,-0.33,0.41,-0.59,0.59
1-Motor-FF,ad,0.55,550 MS.,FALSE,0.24,-0.31,0.44,-0.56,0.56
1-Motor-FF,ad,0.55,550 MS.,TRUE,0.22,-0.33,0.41,-0.59,0.59
1-Motor-FF,ad,0.55,550 MS.,TRUE,0.21,-0.34,0.38,-0.62,0.62
1-Motor-FF,ad,0.55,550 MS.,TRUE,0.22,-0.33,0.41,-0.59,0.59
1-Motor-FF,ad,0.55,550 MS.,FALSE,0.3,-0.25,0.54,-0.46,0.46
1-Motor-FF,ad,0.55,550 MS.,TRUE,0.22,-0.33,0.39,-0.61,0.61
1-Motor-FF,ad,0.55,550 MS.,TRUE,0.24,-0.31,0.44,-0.56,0.56
1-Motor-FF,ad,0.55,550 MS.,FALSE,0.23,-0.32,0.42,-0.58,0.58
1-Motor-FF,ad,0.55,550 MS.,FALSE,0.24,-0.31,0.44,-0.56,0.56
1-Motor-FF,ad,0.55,550 MS.,TRUE,0.23,-0.32,0.42,-0.58,0.58
1-Motor-FF,ad,0.55,550 MS.,TRUE,0.31,-0.24,0.57,-0.43,0.43
1-Motor-FF,ad,0.55,550 MS.,FALSE,0.23,-0.32,0.42,-0.58,0.58
1-Motor-FF,ad,0.55,550 MS.,FALSE,0.24,-0.31,0.44,-0.56,0.56
1-Motor-FF,ad,0.55,550 MS.,TRUE,0.22,-0.33,0.39,-0.61,0.61
1-Motor-FF,ad,0.55,550 MS.,FALSE,0.24,-0.31,0.44,-0.56,0.56
1-Motor-FF,ad,0.55,550 MS.,FALSE,0.22,-0.33,0.41,-0.59,0.59
1-Motor-FF,ad,0.55,550 MS.,FALSE,0.22,-0.33,0.41,-0.59,0.59
1-Motor-FF,ad,0.55,550 MS.,FALSE,0.19,-0.36,0.35,-0.65,0.65
1-Motor-FF,ad,0.55,550 MS.,TRUE,0.24,-0.31,0.44,-0.56,0.56
1-Motor-FF,ad,0.55,550 MS.,TRUE,0.18,-0.37,0.32,-0.68,0.68
1-Motor-FF,ad,0.55,550 MS.,FALSE,0.22,-0.33,0.41,-0.59,0.59
1-Motor-FF,ad,0.55,550 MS.,TRUE,0.25,-0.3,0.45,-0.55,0.55
1-Motor-FF,ad,0.55,550 MS.,TRUE,0.21,-0.34,0.38,-0.62,0.62
1-Motor-FF,ad,0.55,550 MS.,TRUE,0.22,-0.33,0.41,-0.59,0.59
1-Motor-FF,ad,0.55,550 MS.,FALSE,0.22,-0.33,0.39,-0.61,0.61
1-Motor-FF,ad,0.55,550 MS.,FALSE,0.26,-0.29,0.47,-0.53,0.53
1-Motor-FF,ad,0.55,550 MS.,FALSE,0.29,-0.26,0.52,-0.48,0.48
1-Motor-FF,ad,0.55,550 MS.,TRUE,0.3,-0.25,0.54,-0.46,0.46
1-Motor-FF,ad,0.55,550 MS.,TRUE,0.19,-0.36,0.35,-0.65,0.65
1-Motor-FF,ad,0.55,550 MS.,FALSE,0.19,-0.36,0.35,-0.65,0.65
1-Motor-FF,ad,0.55,550 MS.,TRUE,0.3,-0.25,0.55,-0.45,0.45
1-Motor-FF,ad,0.55,550 MS.,TRUE,0.29,-0.26,0.52,-0.48,0.48
1-Motor-FF,ad,0.55,550 MS.,FALSE,0.26,-0.29,0.47,-0.53,0.53
1-Motor-FF,ad,0.55,550 MS.,FALSE,0.3,-0.25,0.54,-0.46,0.46
1-Motor-FF,ad,0.55,550 MS.,TRUE,0.25,-0.3,0.45,-0.55,0.55
1-Motor-FF,ad,0.55,550 MS.,FALSE,0.21,-0.34,0.38,-0.62,0.62
1-Motor-FF,ad,0.55,550 MS.,FALSE,0.26,-0.29,0.48,-0.52,0.52
1-Motor-FF,ad,0.55,550 MS.,TRUE,0.22,-0.33,0.41,-0.59,0.59
1-Motor-FF,ad,0.55,550 MS.,FALSE,0.24,-0.31,0.44,-0.56,0.56
1-Motor-FF,ad,0.55,550 MS.,TRUE,0.22,-0.33,0.39,-0.61,0.61
1-Motor-FF,ad,0.55,550 MS.,FALSE,0.26,-0.29,0.48,-0.52,0.52
1-Motor-FF,ad,0.55,550 MS.,TRUE,0.27,-0.28,0.49,-0.51,0.51
1-Motor-FF,ad,0.55,550 MS.,FALSE,0.26,-0.29,0.48,-0.52,0.52
1-Motor-FF,ad,0.55,550 MS.,FALSE,0.23,-0.32,0.42,-0.58,0.58
1-Motor-FF,ag,0.55,550 MS.,FALSE,0.32,-0.23,0.58,-0.42,0.42
1-Motor-FF,ag,0.55,550 MS.,TRUE,0.25,-0.3,0.45,-0.55,0.55
1-Motor-FF,ag,0.55,550 MS.,FALSE,0.28,-0.27,0.51,-0.49,0.49
1-Motor-FF,ag,0.55,550 MS.,FALSE,0.28,-0.27,0.51,-0.49,0.49
1-Motor-FF,ag,0.55,550 MS.,FALSE,0.32,-0.23,0.58,-0.42,0.42
1-Motor-FF,ag,0.55,550 MS.,TRUE,0.33,-0.22,0.6,-0.4,0.4
1-Motor-FF,ag,0.55,550 MS.,TRUE,0.29,-0.26,0.52,-0.48,0.48
1-Motor-FF,ag,0.55,550 MS.,TRUE,0.3,-0.25,0.55,-0.45,0.45
1-Motor-FF,ag,0.55,550 MS.,TRUE,0.3,-0.25,0.54,-0.46,0.46
1-Motor-FF,ag,0.55,550 MS.,FALSE,0.39,-0.16,0.71,-0.29,0.29
1-Motor-FF,ag,0.55,550 MS.,FALSE,0.3,-0.25,0.55,-0.45,0.45
1-Motor-FF,ag,0.55,550 MS.,TRUE,0.32,-0.23,0.58,-0.42,0.42
1-Motor-FF,ag,0.55,550 MS.,FALSE,0.29,-0.26,0.52,-0.48,0.48
1-Motor-FF,ag,0.55,550 MS.,TRUE,0.38,-0.17,0.7,-0.3,0.3
1-Motor-FF,ag,0.55,550 MS.,FALSE,0.32,-0.23,0.58,-0.42,0.42
1-Motor-FF,ag,0.55,550 MS.,TRUE,0.31,-0.24,0.57,-0.43,0.43
1-Motor-FF,ag,0.55,550 MS.,TRUE,0.38,-0.17,0.7,-0.3,0.3
1-Motor-FF,ag,0.55,550 MS.,TRUE,0.4,-0.15,0.73,-0.27,0.27
1-Motor-FF,ag,0.55,550 MS.,TRUE,0.37,-0.18,0.67,-0.33,0.33
1-Motor-FF,ag,0.55,550 MS.,FALSE,0.32,-0.23,0.58,-0.42,0.42
1-Motor-FF,ag,0.55,550 MS.,FALSE,0.42,-0.13,0.76,-0.24,0.24
1-Motor-FF,ag,0.55,550 MS.,TRUE,0.32,-0.23,0.58,-0.42,0.42
1-Motor-FF,ag,0.55,550 MS.,TRUE,0.38,-0.17,0.68,-0.32,0.32
1-Motor-FF,ag,0.55,550 MS.,TRUE,0.34,-0.21,0.61,-0.39,0.39
1-Motor-FF,ag,0.55,550 MS.,TRUE,0.37,-0.18,0.67,-0.33,0.33
1-Motor-FF,ag,0.55,550 MS.,FALSE,0.36,-0.19,0.65,-0.35,0.35
1-Motor-FF,ag,0.55,550 MS.,FALSE,0.38,-0.17,0.7,-0.3,0.3
1-Motor-FF,ag,0.55,550 MS.,FALSE,0.38,-0.17,0.68,-0.32,0.32
1-Motor-FF,ag,0.55,550 MS.,TRUE,0.38,-0.17,0.7,-0.3,0.3
1-Motor-FF,ag,0.55,550 MS.,FALSE,0.44,-0.11,0.8,-0.2,0.2
1-Motor-FF,ag,0.55,550 MS.,TRUE,0.42,-0.13,0.77,-0.23,0.23
1-Motor-FF,ag,0.55,550 MS.,FALSE,0.41,-0.14,0.74,-0.26,0.26
1-Motor-FF,ag,0.55,550 MS.,TRUE,0.48,-0.07,0.87,-0.13,0.13
1-Motor-FF,ag,0.55,550 MS.,FALSE,0.54,-0.01,0.99,-0.01,0.01
1-Motor-FF,ag,0.55,550 MS.,TRUE,0.42,-0.13,0.77,-0.23,0.23
1-Motor-FF,ag,0.55,550 MS.,TRUE,0.45,-0.1,0.81,-0.19,0.19
1-Motor-FF,ag,0.55,550 MS.,FALSE,0.44,-0.11,0.8,-0.2,0.2
1-Motor-FF,ag,0.55,550 MS.,FALSE,0.45,-0.1,0.81,-0.19,0.19
1-Motor-FF,ag,0.55,550 MS.,TRUE,0.5,-0.05,0.9,-0.1,0.1
1-Motor-FF,ag,0.55,550 MS.,FALSE,0.4,-0.15,0.73,-0.27,0.27
1-Motor-FF,ag,0.55,550 MS.,FALSE,0.39,-0.16,0.71,-0.29,0.29
1-Motor-FF,ag,0.55,550 MS.,FALSE,0.3,-0.25,0.55,-0.45,0.45
1-Motor-FF,ag,0.55,550 MS.,FALSE,0.32,-0.23,0.58,-0.42,0.42
1-Motor-FF,ag,0.55,550 MS.,FALSE,0.34,-0.21,0.63,-0.37,0.37
1-Motor-FF,ag,0.55,550 MS.,FALSE,0.34,-0.21,0.63,-0.37,0.37
1-Motor-FF,ag,0.55,550 MS.,TRUE,0.32,-0.23,0.58,-0.42,0.42
1-Motor-FF,ag,0.55,550 MS.,TRUE,0.42,-0.13,0.77,-0.23,0.23
1-Motor-FF,ag,0.55,550 MS.,TRUE,0.4,-0.15,0.73,-0.27,0.27
1-Motor-FF,ag,0.55,550 MS.,TRUE,0.41,-0.14,0.74,-0.26,0.26
1-Motor-FF,ag,0.55,550 MS.,TRUE,0.4,-0.15,0.73,-0.27,0.27
1-Motor-FF,bs,0.55,550 MS.,FALSE,0.32,-0.23,0.58,-0.42,0.42
1-Motor-FF,bs,0.55,550 MS.,FALSE,0.42,-0.13,0.77,-0.23,0.23
1-Motor-FF,bs,0.55,550 MS.,FALSE,0.25,-0.3,0.45,-0.55,0.55
1-Motor-FF,bs,0.55,550 MS.,FALSE,0.31,-0.24,0.57,-0.43,0.43
1-Motor-FF,bs,0.55,550 MS.,TRUE,0.26,-0.29,0.47,-0.53,0.53
1-Motor-FF,bs,0.55,550 MS.,FALSE,0.27,-0.28,0.49,-0.51,0.51
1-Motor-FF,bs,0.55,550 MS.,TRUE,0.26,-0.29,0.48,-0.52,0.52
1-Motor-FF,bs,0.55,550 MS.,TRUE,0.22,-0.33,0.41,-0.59,0.59
1-Motor-FF,bs,0.55,550 MS.,TRUE,0.33,-0.22,0.6,-0.4,0.4
1-Motor-FF,bs,0.55,550 MS.,FALSE,0.22,-0.33,0.39,-0.61,0.61
1-Motor-FF,bs,0.55,550 MS.,FALSE,0.3,-0.25,0.55,-0.45,0.45
1-Motor-FF,bs,0.55,550 MS.,FALSE,0.39,-0.16,0.71,-0.29,0.29
1-Motor-FF,bs,0.55,550 MS.,FALSE,0.4,-0.15,0.73,-0.27,0.27
1-Motor-FF,bs,0.55,550 MS.,FALSE,0.47,-0.08,0.86,-0.14,0.14
1-Motor-FF,bs,0.55,550 MS.,TRUE,0.26,-0.29,0.48,-0.52,0.52
1-Motor-FF,bs,0.55,550 MS.,FALSE,0.33,-0.22,0.6,-0.4,0.4
1-Motor-FF,bs,0.55,550 MS.,TRUE,0.24,-0.31,0.44,-0.56,0.56
1-Motor-FF,bs,0.55,550 MS.,FALSE,0.35,-0.2,0.64,-0.36,0.36
1-Motor-FF,bs,0.55,550 MS.,TRUE,0.46,-0.09,0.83,-0.17,0.17
1-Motor-FF,bs,0.55,550 MS.,FALSE,0.26,-0.29,0.47,-0.53,0.53
1-Motor-FF,bs,0.55,550 MS.,FALSE,0.25,-0.3,0.45,-0.55,0.55
1-Motor-FF,bs,0.55,550 MS.,TRUE,0.26,-0.29,0.47,-0.53,0.53
1-Motor-FF,bs,0.55,550 MS.,FALSE,0.33,-0.22,0.6,-0.4,0.4
1-Motor-FF,bs,0.55,550 MS.,FALSE,0.34,-0.21,0.61,-0.39,0.39
1-Motor-FF,bs,0.55,550 MS.,TRUE,0.34,-0.21,0.61,-0.39,0.39
1-Motor-FF,bs,0.55,550 MS.,FALSE,0.38,-0.17,0.7,-0.3,0.3
1-Motor-FF,bs,0.55,550 MS.,TRUE,0.38,-0.17,0.7,-0.3,0.3
1-Motor-FF,bs,0.55,550 MS.,FALSE,0.34,-0.21,0.63,-0.37,0.37
1-Motor-FF,bs,0.55,550 MS.,FALSE,0.34,-0.21,0.61,-0.39,0.39
1-Motor-FF,bs,0.55,550 MS.,TRUE,0.37,-0.18,0.67,-0.33,0.33
1-Motor-FF,bs,0.55,550 MS.,FALSE,0.38,-0.17,0.68,-0.32,0.32
1-Motor-FF,bs,0.55,550 MS.,FALSE,0.35,-0.2,0.64,-0.36,0.36
1-Motor-FF,bs,0.55,550 MS.,FALSE,0.34,-0.21,0.63,-0.37,0.37
1-Motor-FF,bs,0.55,550 MS.,TRUE,0.39,-0.16,0.71,-0.29,0.29
1-Motor-FF,bs,0.55,550 MS.,TRUE,0.45,-0.1,0.81,-0.19,0.19
1-Motor-FF,bs,0.55,550 MS.,FALSE,0.27,-0.28,0.49,-0.51,0.51
1-Motor-FF,bs,0.55,550 MS.,FALSE,0.31,-0.24,0.57,-0.43,0.43
1-Motor-FF,bs,0.55,550 MS.,TRUE,0.42,-0.13,0.77,-0.23,0.23
1-Motor-FF,bs,0.55,550 MS.,TRUE,0.29,-0.26,0.52,-0.48,0.48
1-Motor-FF,bs,0.55,550 MS.,TRUE,0.23,-0.32,0.42,-0.58,0.58
1-Motor-FF,bs,0.55,550 MS.,TRUE,0.32,-0.23,0.58,-0.42,0.42
1-Motor-FF,bs,0.55,550 MS.,FALSE,0.18,-0.37,0.32,-0.68,0.68
1-Motor-FF,bs,0.55,550 MS.,FALSE,0.18,-0.37,0.32,-0.68,0.68
1-Motor-FF,bs,0.55,550 MS.,FALSE,0.19,-0.36,0.35,-0.65,0.65
1-Motor-FF,bs,0.55,550 MS.,FALSE,0.17,-0.38,0.31,-0.69,0.69
1-Motor-FF,bs,0.55,550 MS.,TRUE,0.19,-0.36,0.35,-0.65,0.65
1-Motor-FF,bs,0.55,550 MS.,FALSE,0.35,-0.2,0.64,-0.36,0.36
1-Motor-FF,bs,0.55,550 MS.,TRUE,0.34,-0.21,0.63,-0.37,0.37
1-Motor-FF,bs,0.55,550 MS.,TRUE,0.27,-0.28,0.49,-0.51,0.51
1-Motor-FF,bs,0.55,550 MS.,TRUE,0.18,-0.37,0.33,-0.67,0.67
1-Motor-FF,bt,0.55,550 MS.,FALSE,0.23,-0.32,0.42,-0.58,0.58
1-Motor-FF,bt,0.55,550 MS.,FALSE,0.26,-0.29,0.48,-0.52,0.52
1-Motor-FF,bt,0.55,550 MS.,TRUE,0.25,-0.3,0.45,-0.55,0.55
1-Motor-FF,bt,0.55,550 MS.,TRUE,0.22,-0.33,0.39,-0.61,0.61
1-Motor-FF,bt,0.55,550 MS.,TRUE,0.31,-0.24,0.57,-0.43,0.43
1-Motor-FF,bt,0.55,550 MS.,TRUE,0.3,-0.25,0.54,-0.46,0.46
1-Motor-FF,bt,0.55,550 MS.,FALSE,0.3,-0.25,0.55,-0.45,0.45
1-Motor-FF,bt,0.55,550 MS.,FALSE,0.22,-0.33,0.39,-0.61,0.61
1-Motor-FF,bt,0.55,550 MS.,FALSE,0.3,-0.25,0.55,-0.45,0.45
1-Motor-FF,bt,0.55,550 MS.,TRUE,0.22,-0.33,0.41,-0.59,0.59
1-Motor-FF,bt,0.55,550 MS.,TRUE,0.27,-0.28,0.49,-0.51,0.51
1-Motor-FF,bt,0.55,550 MS.,FALSE,0.3,-0.25,0.55,-0.45,0.45
1-Motor-FF,bt,0.55,550 MS.,TRUE,0.29,-0.26,0.52,-0.48,0.48
1-Motor-FF,bt,0.55,550 MS.,TRUE,0.33,-0.22,0.6,-0.4,0.4
1-Motor-FF,bt,0.55,550 MS.,FALSE,0.26,-0.29,0.47,-0.53,0.53
1-Motor-FF,bt,0.55,550 MS.,FALSE,0.28,-0.27,0.51,-0.49,0.49
1-Motor-FF,bt,0.55,550 MS.,TRUE,0.34,-0.21,0.61,-0.39,0.39
1-Motor-FF,bt,0.55,550 MS.,FALSE,0.26,-0.29,0.48,-0.52,0.52
1-Motor-FF,bt,0.55,550 MS.,FALSE,0.34,-0.21,0.63,-0.37,0.37
1-Motor-FF,bt,0.55,550 MS.,FALSE,0.33,-0.22,0.6,-0.4,0.4
1-Motor-FF,bt,0.55,550 MS.,TRUE,0.4,-0.15,0.73,-0.27,0.27
1-Motor-FF,bt,0.55,550 MS.,TRUE,0.37,-0.18,0.67,-0.33,0.33
1-Motor-FF,bt,0.55,550 MS.,FALSE,0.38,-0.17,0.68,-0.32,0.32
1-Motor-FF,bt,0.55,550 MS.,FALSE,0.38,-0.17,0.7,-0.3,0.3
1-Motor-FF,bt,0.55,550 MS.,FALSE,0.42,-0.13,0.77,-0.23,0.23
1-Motor-FF,bt,0.55,550 MS.,FALSE,0.41,-0.14,0.74,-0.26,0.26
1-Motor-FF,bt,0.55,550 MS.,TRUE,0.44,-0.11,0.8,-0.2,0.2
1-Motor-FF,bt,0.55,550 MS.,TRUE,0.22,-0.33,0.41,-0.59,0.59
1-Motor-FF,bt,0.55,550 MS.,FALSE,0.39,-0.16,0.71,-0.29,0.29
1-Motor-FF,bt,0.55,550 MS.,FALSE,0.38,-0.17,0.7,-0.3,0.3
1-Motor-FF,bt,0.55,550 MS.,FALSE,0.41,-0.14,0.74,-0.26,0.26
1-Motor-FF,bt,0.55,550 MS.,FALSE,0.27,-0.28,0.49,-0.51,0.51
1-Motor-FF,bt,0.55,550 MS.,TRUE,0.21,-0.34,0.38,-0.62,0.62
1-Motor-FF,bt,0.55,550 MS.,TRUE,0.34,-0.21,0.63,-0.37,0.37
1-Motor-FF,bt,0.55,550 MS.,FALSE,0.22,-0.33,0.39,-0.61,0.61
1-Motor-FF,bt,0.55,550 MS.,FALSE,0.29,-0.26,0.52,-0.48,0.48
1-Motor-FF,bt,0.55,550 MS.,FALSE,0.32,-0.23,0.58,-0.42,0.42
1-Motor-FF,bt,0.55,550 MS.,TRUE,0.34,-0.21,0.63,-0.37,0.37
1-Motor-FF,bt,0.55,550 MS.,FALSE,0.36,-0.19,0.65,-0.35,0.35
1-Motor-FF,bt,0.55,550 MS.,TRUE,0.37,-0.18,0.67,-0.33,0.33
1-Motor-FF,bt,0.55,550 MS.,FALSE,0.28,-0.27,0.51,-0.49,0.49
1-Motor-FF,bt,0.55,550 MS.,TRUE,0.34,-0.21,0.63,-0.37,0.37
1-Motor-FF,bt,0.55,550 MS.,TRUE,0.46,-0.09,0.83,-0.17,0.17
1-Motor-FF,bt,0.55,550 MS.,TRUE,0.36,-0.19,0.65,-0.35,0.35
1-Motor-FF,bt,0.55,550 MS.,TRUE,0.31,-0.24,0.57,-0.43,0.43
1-Motor-FF,bt,0.55,550 MS.,FALSE,0.39,-0.16,0.71,-0.29,0.29
1-Motor-FF,bt,0.55,550 MS.,TRUE,0.36,-0.19,0.65,-0.35,0.35
1-Motor-FF,bt,0.55,550 MS.,TRUE,0.34,-0.21,0.63,-0.37,0.37
1-Motor-FF,bt,0.55,550 MS.,TRUE,0.31,-0.24,0.57,-0.43,0.43
1-Motor-FF,bt,0.55,550 MS.,TRUE,0.34,-0.21,0.63,-0.37,0.37
1-Motor-FF,dt,0.55,550 MS.,FALSE,0.23,-0.32,0.42,-0.58,0.58
1-Motor-FF,dt,0.55,550 MS.,TRUE,0.2,-0.35,0.36,-0.64,0.64
1-Motor-FF,dt,0.55,550 MS.,FALSE,0.37,-0.18,0.67,-0.33,0.33
1-Motor-FF,dt,0.55,550 MS.,TRUE,0.25,-0.3,0.45,-0.55,0.55
1-Motor-FF,dt,0.55,550 MS.,FALSE,0.26,-0.29,0.48,-0.52,0.52
1-Motor-FF,dt,0.55,550 MS.,TRUE,0.2,-0.35,0.36,-0.64,0.64
1-Motor-FF,dt,0.55,550 MS.,FALSE,0.26,-0.29,0.48,-0.52,0.52
1-Motor-FF,dt,0.55,550 MS.,FALSE,0.23,-0.32,0.42,-0.58,0.58
1-Motor-FF,dt,0.55,550 MS.,FALSE,0.32,-0.23,0.58,-0.42,0.42
1-Motor-FF,dt,0.55,550 MS.,TRUE,0.34,-0.21,0.63,-0.37,0.37
1-Motor-FF,dt,0.55,550 MS.,TRUE,0.3,-0.25,0.55,-0.45,0.45
1-Motor-FF,dt,0.55,550 MS.,FALSE,0.34,-0.21,0.61,-0.39,0.39
1-Motor-FF,dt,0.55,550 MS.,FALSE,0.33,-0.22,0.6,-0.4,0.4
1-Motor-FF,dt,0.55,550 MS.,TRUE,0.15,-0.4,0.28,-0.72,0.72
1-Motor-FF,dt,0.55,550 MS.,FALSE,0.18,-0.37,0.32,-0.68,0.68
1-Motor-FF,dt,0.55,550 MS.,TRUE,0.14,-0.41,0.26,-0.74,0.74
1-Motor-FF,dt,0.55,550 MS.,FALSE,0.15,-0.4,0.28,-0.72,0.72
1-Motor-FF,dt,0.55,550 MS.,TRUE,0.19,-0.36,0.35,-0.65,0.65
1-Motor-FF,dt,0.55,550 MS.,FALSE,0.25,-0.3,0.45,-0.55,0.55
1-Motor-FF,dt,0.55,550 MS.,FALSE,0.3,-0.25,0.55,-0.45,0.45
1-Motor-FF,dt,0.55,550 MS.,TRUE,0.26,-0.29,0.48,-0.52,0.52
1-Motor-FF,dt,0.55,550 MS.,TRUE,0.29,-0.26,0.52,-0.48,0.48
1-Motor-FF,dt,0.55,550 MS.,FALSE,0.22,-0.33,0.39,-0.61,0.61
1-Motor-FF,dt,0.55,550 MS.,TRUE,0.24,-0.31,0.44,-0.56,0.56
1-Motor-FF,dt,0.55,550 MS.,TRUE,0.26,-0.29,0.47,-0.53,0.53
1-Motor-FF,dt,0.55,550 MS.,TRUE,0.26,-0.29,0.48,-0.52,0.52
1-Motor-FF,dt,0.55,550 MS.,TRUE,0.24,-0.31,0.44,-0.56,0.56
1-Motor-FF,dt,0.55,550 MS.,FALSE,0.27,-0.28,0.49,-0.51,0.51
1-Motor-FF,dt,0.55,550 MS.,FALSE,0.22,-0.33,0.41,-0.59,0.59
1-Motor-FF,dt,0.55,550 MS.,FALSE,0.33,-0.22,0.6,-0.4,0.4
1-Motor-FF,dt,0.55,550 MS.,TRUE,0.26,-0.29,0.48,-0.52,0.52
1-Motor-FF,dt,0.55,550 MS.,FALSE,0.35,-0.2,0.64,-0.36,0.36
1-Motor-FF,dt,0.55,550 MS.,FALSE,0.24,-0.31,0.44,-0.56,0.56
1-Motor-FF,dt,0.55,550 MS.,FALSE,0.32,-0.23,0.58,-0.42,0.42
1-Motor-FF,dt,0.55,550 MS.,TRUE,0.22,-0.33,0.39,-0.61,0.61
1-Motor-FF,dt,0.55,550 MS.,TRUE,0.28,-0.27,0.51,-0.49,0.49
1-Motor-FF,dt,0.55,550 MS.,FALSE,0.28,-0.27,0.51,-0.49,0.49
1-Motor-FF,dt,0.55,550 MS.,TRUE,0.24,-0.31,0.44,-0.56,0.56
1-Motor-FF,dt,0.55,550 MS.,FALSE,0.34,-0.21,0.63,-0.37,0.37
1-Motor-FF,dt,0.55,550 MS.,TRUE,0.33,-0.22,0.6,-0.4,0.4
1-Motor-FF,dt,0.55,550 MS.,TRUE,0.25,-0.3,0.45,-0.55,0.55
1-Motor-FF,dt,0.55,550 MS.,FALSE,0.34,-0.21,0.61,-0.39,0.39
1-Motor-FF,dt,0.55,550 MS.,FALSE,0.34,-0.21,0.63,-0.37,0.37
1-Motor-FF,dt,0.55,550 MS.,FALSE,0.36,-0.19,0.65,-0.35,0.35
1-Motor-FF,dt,0.55,550 MS.,TRUE,0.26,-0.29,0.47,-0.53,0.53
1-Motor-FF,dt,0.55,550 MS.,FALSE,0.3,-0.25,0.54,-0.46,0.46
1-Motor-FF,dt,0.55,550 MS.,TRUE,0.26,-0.29,0.47,-0.53,0.53
1-Motor-FF,dt,0.55,550 MS.,FALSE,0.22,-0.33,0.41,-0.59,0.59
1-Motor-FF,dt,0.55,550 MS.,FALSE,0.18,-0.37,0.32,-0.68,0.68
1-Motor-FF,dt,0.55,550 MS.,TRUE,0.37,-0.18,0.67,-0.33,0.33
1-Motor-FF,hc,0.55,550 MS.,FALSE,0.31,-0.24,0.57,-0.43,0.43
1-Motor-FF,hc,0.55,550 MS.,FALSE,0.24,-0.31,0.44,-0.56,0.56
1-Motor-FF,hc,0.55,550 MS.,TRUE,0.23,-0.32,0.42,-0.58,0.58
1-Motor-FF,hc,0.55,550 MS.,TRUE,0.26,-0.29,0.48,-0.52,0.52
1-Motor-FF,hc,0.55,550 MS.,FALSE,0.27,-0.28,0.49,-0.51,0.51
